CONSULTA DE CENTROS Y SERVICIOS EDUCATIVOS;;;;;;;;;;;;
AREA TERRITORIAL;CODIGO CENTRO;TIPO DE CENTRO;CENTRO;DOMICILIO;MUNICIPIO;DISTRITO MUNICIPAL;COD. POSTAL;TELEFONO;FAX;TITULARIDAD
Madrid-Sur;28028799;CP INF-PRI;SANTIAGO RAMON Y CAJAL;Avenida De Cantarranas, 44 ;Alcorcón;-;28921;916129804;916129804;Público;
Madrid-Sur;28037569;CP INF-PRI;SANTIAGO RAMON Y CAJAL;Calle Comunidad De Madrid, 23 ;Fuenlabrada;-;28944;916156262;916978936;Público;
Madrid-Capital;28006391;CP INF-PRI;SANTO DOMINGO;Calle De San Feliu De Guixols, 7 ;Madrid;Puente de Vallecas;28038;917785293;913037833;Público;
Madrid-Sur;28026501;CP INF-PRI;SANTO DOMINGO;Calle De Los Cantos, 23 ;Alcorcón;-;28921;916415903;916415903;Público;
Madrid-Sur;28035482;CP INF-PRI;SANTO DOMINGO DE GUZMAN;Calle De Severo Ochoa, 4 ;Humanes de Madrid;-;28970;916041026;916048278;Público;
Madrid-Este;28028763;CP INF-PRI;SANTOS NIÑOS;Avenida Nuestra Señora De Belén, 6 ;Alcalá de Henares;-;28802;918885346;918885346;Público;
Madrid-Oeste;28002269;CP INF-PRI;SEIS DE DICIEMBRE;Calle Madrid, S/n ;Colmenarejo;-;28270;918589021;918423075;Público;
Madrid-Norte;28033643;CP INF-PRI;SEIS DE DICIEMBRE;Calle Del Pintor Sorolla, 19 ;Alcobendas;-;28100;916613656;916613656;Público;
Madrid-Este;28037764;CP INF-PRI;SEIS DE DICIEMBRE;Avenida Virgen De Loreto, 38 ;Torrejón de Ardoz;-;28850;916560363;916769086;Público;
Madrid-Este;28033692;CP INF-PRI;SENECA;Calle De León Felipe, 1 ;Coslada;-;28822;916731561;916731561;Público;
Madrid-Sur;28044321;CP INF-PRI;SENECA;Calle Pablo Sorozábal, 16 ;Parla;-;28981;916981385;916981385;Público;
Madrid-Este;28049626;CP INF-PRI;SERRACINES;Calle Romeral, 15 ;Fresno de Torote;-;28815;918791685;918791685;Público;
Madrid-Sur;28003286;CP INF-PRI;SESEÑA Y BENAVENTE;Calle Alemania, 1 ;Getafe;-;28907;916968315;916843437;Público;
Madrid-Este;28026596;CP INF-PRI;SEVERO OCHOA;Calle Londres, 7 ;Torrejón de Ardoz;-;28850;916765011;916761050;Público;
Madrid-Sur;28049456;CP INF-PRI;SEVERO OCHOA;Calle Violeta, 7 ;Móstoles;-;28933;916138811;916136145;Público;
Madrid-Oeste;28064381;CP INF-PRI;SIERRA DE GUADARRAMA;Calle De Gustavo Adolfo Bécquer, 1 ;Guadarrama;-;28440;918540588;918548656;Público;
Madrid-Oeste;28057362;CP INF-PRI;SIGLO XXI;Carretera De La Coruña, 70 ;Rozas de Madrid, Las;-;28231;916360291;916360291;Público;
Madrid-Norte;28024629;CP INF-PRI;SILVIO ABAD;Calle Del Dos De Mayo, 2 ;San Sebastián de los Reyes;-;28703;916520221;916546166;Público;
Madrid-Norte;28002270;CP INF-PRI;SOLEDAD SAINZ;Calle De La Amargura, 20 ;Colmenar Viejo;-;28770;918450878;918458101;Público;
Madrid-Norte;28076290;CP INF-PRI;TEMPRANALES;Calle Bulevar Picos De Europa, 10 ;San Sebastián de los Reyes;-;28701;915028761;915028762;Público;
Madrid-Oeste;28060324;CP INF-PRI;TERESA BERGANZA;Calle De Tomás Bretón, 4 ;Boadilla del Monte;-;28660;916325553;916339746;Público;
Madrid-Norte;28064421;CP INF-PRI;TERESA DE CALCUTA;Calle Clara Campoamor, 3 ;San Sebastián de los Reyes;-;28702;916670474;916677312;Público;
Madrid-Norte;28039384;CP INF-PRI;TIERNO GALVAN;Sector Embarcaciones, 34 ;Tres Cantos;-;28760;918032957;918032957;Público;
Madrid-Capital;28006408;CP INF-PRI;TIRSO DE MOLINA;Calle Del Bronce, 1 ;Madrid;Arganzuela;28045;915278932;914683695;Público;
Madrid-Norte;28026195;CP INF-PRI;TIRSO DE MOLINA;Calle Del Olivo, 17 ;Colmenar Viejo;-;28770;918452090;918459506;Público;
Madrid-Capital;28010394;CP INF-PRI;TOMAS BRETON;Calle De Alejandro Dumas, 4 ;Madrid;Arganzuela;28005;913642214;913667387;Público;
Madrid-Sur;28002099;CP INF-PRI;TOME Y ORGAZ;Avenida Fernández Turbica, S/n ;Casarrubuelos;-;28977;918167549;918167546;Público;
Madrid-Este;28028337;CP INF-PRI;TORRES QUEVEDO;Calle Argentina, 2 ;Coslada;-;28823;916717298;916717298;Público;
Madrid-Sur;28033801;CP INF-PRI;TRABENCO;Avenida Alemania, 18 ;Leganés;-;28916;916865478;916803449;Público;
Madrid-Este;28041809;CP INF-PRI;UNO DE MAYO;Calle Budapest, 2 ;Torrejón de Ardoz;-;28850;916770068;916566511;Público;
Madrid-Norte;28040881;CP INF-PRI;V CENTENARIO;Calle Del Real, 116 ;San Sebastián de los Reyes;-;28703;916539270;916525728;Público;
Madrid-Capital;28045098;CP INF-PRI;VALDEBERNARDO;Calle Del Tren De Arganda, 9 ;Madrid;Vicálvaro;28032;913713523;913051773;Público;
Madrid-Este;28025440;CP INF-PRI;VALDEMERA;Calle San Antonio, 6 ;Velilla de San Antonio;-;28891;916608806;916608006;Público;
Madrid-Norte;28030824;CP INF-PRI;VALDEPALITOS;Calle De La Constitución, 127 ;Alcobendas;-;28100;916536638;912293733;Público;
Madrid-Norte;28042802;CP INF-PRI;VALDERREY;Calle De Baleares, 2 ;Algete;-;28110;916282531;916290402;Público;
Madrid-Capital;28004941;CP INF-PRI;VASCO NUÑEZ DE BALBOA;Calle De Nuestra Señora De Valverde, 149 ;Madrid;Fuencarral-El Pardo;28034;917343267;917355336;Público;
Madrid-Capital;28011040;CP INF-PRI;VAZQUEZ DE MELLA;Calle De Bailén, 18 ;Madrid;Centro;28005;913654878;913665312;Público;
Madrid-Sur;28002166;CP INF-PRI;VENTURA RODRIGUEZ;Calle Fernandez Vitorio, 12 ;Ciempozuelos;-;28350;918930294;918930294;Público;
Madrid-Oeste;28002129;CP INF-PRI;VIA ROMANA;Avenida Blanca Fernández Ochoa, 5 ;Cercedilla;-;28470;918520575;918520575;Público;
Madrid-Capital;28030411;CP INF-PRI;VICALVARO;Calle De Forges, 15 ;Madrid;Vicálvaro;28032;917769938;913718488;Público;
Madrid-Sur;28001551;CP INF-PRI;VICENTE ALEIXANDRE;Calle Del Príncipe, 38 ;Aranjuez;-;28300;918912625;918920571;Público;
Madrid-Sur;28028805;CP INF-PRI;VICENTE ALEIXANDRE;Calle De Polvoranca, 35 ;Alcorcón;-;28923;916190848;916112012;Público;
Madrid-Este;28026602;CP INF-PRI;VICENTE ALEIXANDRE;Calle Silicio, 25 ;Torrejón de Ardoz;-;28850;916763011;916556160;Público;
Madrid-Sur;28025351;CP INF-PRI;VICENTE ALEIXANDRE;Calle Pizarro, 3 ;Valdemoro;-;28342;918095481;918095481;Público;
Madrid-Oeste;28034040;CP INF-PRI;VICENTE ALEIXANDRE;Cuesta De San Francisco, 19 ;Rozas de Madrid, Las;-;28231;916371296;917105409;Público;
Madrid-Sur;28035585;CP INF-PRI;VICENTE ALEIXANDRE;Calle Nueva York, 14 ;Móstoles;-;28938;916452799;916464097;Público;
Madrid-Sur;28039773;CP INF-PRI;VICENTE BLASCO IBAÑEZ;Calle Cuba, 15 ;Fuenlabrada;-;28945;916976437;916907263;Público;
Madrid-Sur;28067574;CP INF-PRI;VICENTE FERRER;Avenida Salvador Allende, 10 ;Getafe;-;28907;914914339;914914602;Público;
Madrid-Sur;28069728;CP INF-PRI;VICTOR JARA;Avenida De Las Naciones, 45 ;Fuenlabrada;-;28943;916072888;916083655;Público;
Madrid-Sur;28003791;CP INF-PRI;VICTOR PRADERA;Calle Monegros, 27 ;Leganés;-;28915;916886959;916873991;Público;
Madrid-Este;28040015;CP INF-PRI;VICTORIA KENT;Paseo De La Chopera, 7 ;Rivas-Vaciamadrid;-;28523;916662299;916661652;Público;
Madrid-Oeste;28003456;CP INF-PRI;VILLA DE GUADARRAMA;Calle De Los Dos Escoriales, 11 ;Guadarrama;-;28440;918541017;918540301;Público;
Madrid-Este;28033734;CP INF-PRI;VILLALAR;Avenida De Berlín, 2 ;Coslada;-;28822;916731573;916731573;Público;
Madrid-Este;28024307;CP INF-PRI;VILLAR PALASI;Carretera Mejorada, S/n ;San Fernando de Henares;-;28830;916721132;916693061;Público;
Madrid-Oeste;28003481;CP INF-PRI;VIRGEN DE LA ENCINA;Calle Hurtada, 57 ;Hoyo de Manzanares;-;28240;918566179;918568392;Público;
Madrid-Sur;28024502;CP INF-PRI;VIRGEN DE LA NUEVA;Calle Del Dr F Rodríguez De La Fuente, 2 ;San Martín de Valdeiglesias;-;28680;918610552;918611802;Público;
Madrid-Oeste;28002361;CP INF-PRI;VIRGEN DE LA PAZ;Calle De Goya, 5 ;Collado Mediano;-;28450;918557007;918557007;Público;
Madrid-Norte;28022864;CP INF-PRI;VIRGEN DE LA PEÑA SACRA;Calle De Segovia, 9 ;Manzanares el Real;-;28410;918530566;918530566;Público;
Madrid-Este;28023443;CP INF-PRI;VIRGEN DE LA RIBERA FUND. HNOS.;Calle Torrelaguna, 23 ;Paracuellos de Jarama;-;28860;916580244;916580244;Público;
Madrid-Norte;28002282;CP INF-PRI;VIRGEN DE LOS REMEDIOS;Avenida De La Libertad, 3 ;Colmenar Viejo;-;28770;918452097;918459203;Público;
Madrid-Norte;28024253;CP INF-PRI;VIRGEN DE NAVALAZARZA;Calle Extremadura, 2 ;San Agustín del Guadalix;-;28750;918418643;918435129;Público;
Madrid-Norte;28043041;CP INF-PRI;VIRGEN DE VALDERRABE;Calle Chile, 26 ;Algete;-;28110;916280514;916293466;Público;
Madrid-Sur;28023546;CP INF-PRI;VIRGEN DEL CARMEN;Calle Fuenlabrada, S/n ;Parla;-;28981;916994913;916056141;Público;
Madrid-Capital;28025981;CP INF-PRI;VIRGEN DEL CERRO;Calle De Mohernando, 1 ;Madrid;Puente de Vallecas;28038;917785083;917784994;Público;
Madrid-Sur;28002191;CP INF-PRI;VIRGEN DEL CONSUELO;Calle De Los Jardines, 10 ;Ciempozuelos;-;28350;918930051;918934567;Público;
Madrid-Capital;28031075;CP INF-PRI;VIRGEN DEL CORTIJO;Avenida De Manoteras, 41 ;Madrid;Hortaleza;28050;917661215;913844438;Público;
Madrid-Norte;28024800;CP INF-PRI;VIRGEN DEL ROSARIO;Calle Orden-prado Real, 1 ;Soto del Real;-;28791;918478141;918479353;Público;
Madrid-Sur;28024848;CP INF-PRI;VIRGEN DEL ROSARIO;Calle De La Era, 12 ;Titulcia;-;28359;918010290;918010290;Público;
Madrid-Este;28073941;CP INF-PRI;WILLIAM SHAKESPEARE;Calle Puerto De Bilbao, 1 ;Coslada;-;28821;910558150;-;Público;
Madrid-Capital;28066090;CP INF-PRI;WINSTON CHURCHILL;Avenida De La Gran Vía Del Este, 5 ;Madrid;Vicálvaro;28032;913369597;917604921;Público;
Madrid-Sur;28078602;CP INF-PRI;YVONNE BLAKE;Calle Medicina Esquina Camino De San Marcos ;Fuenlabrada;-;-;-;-;Público;
